Wall time,Step,Value
1752968718.677889,503,48.8504524230957
1752968730.92687,504,-26.396446228027344
1752968748.616065,505,35.971927642822266
1752968764.497992,506,-13.338687896728516
1752968793.060841,507,-11.637839317321777
1752968807.717309,508,-40.93811798095703
1752968818.000849,509,39.341148376464844
1752968847.314648,510,1.6971148252487183
1752968900.905047,511,-36.18338394165039
1752968914.869274,512,39.86069869995117
1752968939.585842,513,44.202117919921875
1752968956.520176,514,-41.39805603027344
1752968970.979619,515,36.16335678100586
1752968984.44294,516,-27.96920394897461
1752969023.783822,517,-18.03201675415039
1752969059.737451,518,-13.10249137878418
1752969085.632991,519,-10.756451606750488
1752969104.74105,520,-9.531448364257812
1752969120.366512,521,23.302841186523438
1752969153.371249,522,-22.052261352539062
1752969171.664254,523,-44.085689544677734
1752969212.833554,524,-38.89786148071289
1752969235.7411,525,-36.47105026245117
1752969257.821482,526,-12.185235977172852
1752969268.523499,527,34.62409973144531
1752969291.985958,528,-36.73545455932617
1752969305.114626,529,38.92282485961914
1752969370.718547,530,-16.82038116455078
1752969439.554581,531,-86.2540283203125
1752969453.413715,532,-6.087339401245117
1752969487.196511,533,32.726043701171875
1752969542.762317,534,-57.41265869140625
1752969558.053131,535,-1.0883899927139282
1752969590.787928,536,42.31745529174805
1752969602.896499,537,-29.103240966796875
1752969631.610833,538,-17.80831527709961
1752969669.140302,539,-52.059906005859375
1752969674.63305,540,27.909957885742188
1752969691.126528,541,50.29330825805664
1752969702.575522,542,-19.162586212158203
1752969752.655477,543,8.197087287902832
1752969755.299207,544,30.0
1752969774.112026,545,-13.609625816345215
1752969794.820087,546,-15.887934684753418
1752969826.730142,547,46.699588775634766
1752969846.421389,548,-34.849708557128906
1752969898.637718,549,34.51608657836914
1752969904.304192,550,-17.92057991027832
1752969936.612508,551,-19.15673828125
1752969958.551755,552,-16.422183990478516
1752970019.391925,553,-21.12892723083496
1752970044.292802,554,-23.202014923095703
1752970074.205659,555,46.584228515625
1752970116.424707,556,24.910539627075195
1752970130.442169,557,-38.5482177734375
1752970216.112778,558,-71.2844467163086
1752970237.822649,559,45.970619201660156
1752970248.513453,560,-30.337448120117188
1752970258.326478,561,37.14636993408203
1752970279.074644,562,-28.4599666595459
1752970327.053645,563,-23.28211212158203
1752970359.816898,564,-17.110885620117188
1752970381.328246,565,-14.370498657226562
1752970413.846226,566,-16.897756576538086
1752970429.314836,567,-2.966590166091919
1752970447.448395,568,-10.026179313659668
1752970469.339914,569,-6.806403636932373
1752970497.257068,570,-8.08435344696045
1752970508.962117,571,37.030426025390625
1752970528.650629,572,-39.03522872924805
1752970574.985897,573,-30.536935806274414
1752970604.701245,574,-16.47892951965332
1752970650.704978,575,-23.48369026184082
1752970683.246797,576,-11.395696640014648
1752970699.119371,577,1.2049306631088257
1752970751.156369,578,9.657139778137207
1752970776.040924,579,-27.273502349853516
1752970794.53516,580,-9.257704734802246
1752970818.236215,581,-25.49071502685547
1752970841.750268,582,43.610496520996094
1752970851.811549,583,-26.719945907592773
1752970887.824944,584,30.492496490478516
1752970908.511615,585,47.26317596435547
1752970926.211387,586,36.13888931274414
1752970962.194854,587,29.242568969726562
1752970973.842207,588,-11.789656639099121
1752971008.631463,589,28.76239585876465
1752971027.255965,590,-5.812350273132324
1752971046.38443,591,-3.464785099029541
1752971079.10609,592,-51.654571533203125
1752971108.853724,593,-17.211116790771484
1752971131.779833,594,-5.859846115112305
1752971160.712292,595,-8.627799034118652
1752971203.44127,596,-45.723628997802734
1752971207.523138,597,31.467199325561523
1752971222.841134,598,-12.054603576660156
1752971239.501529,599,-9.56385612487793
1752971263.415903,600,38.90542984008789
1752971280.251807,601,28.770431518554688
1752971294.437554,602,1.7155756950378418
1752971338.783547,603,-49.99335861206055
1752971391.646314,604,-22.20414924621582
1752971444.00496,605,-26.576799392700195
1752971457.898341,606,34.52817916870117
1752971471.192041,607,-1.3417268991470337
1752971483.289012,608,38.42402267456055
1752971503.182425,609,36.88469696044922
1752971532.104153,610,5.760251045227051
1752971548.636376,611,45.14533996582031
1752971601.150278,612,-55.941410064697266
1752971632.123757,613,-10.387409210205078
1752971678.503753,614,-15.782106399536133
1752971699.80454,615,-13.869523048400879
1752971718.118923,616,-9.269815444946289
1752971758.644056,617,-19.72914695739746
1752971785.788098,618,-8.57921314239502
1752971814.706906,619,-2.6502346992492676
1752971860.895818,620,-37.55430603027344
1752971896.831557,621,-30.185222625732422
1752971953.259791,622,-28.357707977294922
1752971981.17881,623,-7.696864128112793
1752971996.439001,624,41.76325988769531
1752972006.533686,625,-16.579425811767578
1752972035.454125,626,-19.598037719726562
1752972105.054375,627,-66.48310089111328
1752972141.02773,628,-34.31954574584961
1752972178.384768,629,-20.666101455688477
1752972197.484994,630,38.1317253112793
1752972209.145736,631,-16.303966522216797
1752972232.086514,632,-2.1871373653411865
1752972294.827246,633,-56.96147155761719
1752972328.38417,634,15.98462200164795
1752972354.73026,635,-13.132701873779297
1752972376.616197,636,-17.314756393432617
1752972391.950047,637,32.329002380371094
1752972403.018581,638,36.75920104980469
1752972451.174364,639,-66.9225845336914
1752972495.713294,640,-42.7775764465332
1752972503.627663,641,33.035728454589844
1752972541.58401,642,-21.963529586791992
1752972600.814083,643,-31.318965911865234
1752972636.95212,644,22.150238037109375
1752972652.860623,645,-27.172161102294922
1752972679.966193,646,-32.042236328125
1752972717.110461,647,-10.552123069763184
1752972757.665595,648,-14.140778541564941
1752972775.950158,649,-23.71033477783203
1752972798.280838,650,27.96870231628418
1752972818.945562,651,-9.84803581237793
1752972845.676054,652,34.67329025268555
1752972865.788389,653,-25.851707458496094
1752972885.302232,654,-3.343317985534668
1752972932.890776,655,-38.40156936645508
1752972979.666993,656,-38.25102615356445
1752972999.363449,657,-5.235629081726074
1752973018.09148,658,41.57600402832031
1752973032.758021,659,-11.806276321411133
1752973055.462756,660,47.9958610534668
1752973093.451918,661,-32.5637321472168
1752973124.12768,662,-14.324858665466309
1752973152.502271,663,-29.729761123657227
1752973166.591601,664,30.931428909301758
1752973242.614197,665,0.027293721213936806
1752973247.686465,666,-12.55622386932373
1752973291.007778,667,-13.97650146484375
1752973326.206863,668,36.66365432739258
1752973331.043185,669,28.655460357666016
1752973349.111005,670,-32.574180603027344
1752973383.656505,671,-11.612133979797363
1752973426.246394,672,-31.078739166259766
1752973451.604401,673,35.294883728027344
1752973455.218603,674,-11.520169258117676
1752973471.9433,675,32.082855224609375
1752973481.163703,676,-19.86507797241211
1752973483.904737,677,30.0
1752973513.387213,678,-16.341367721557617
1752973522.068655,679,30.55076026916504
1752973550.817835,680,47.9560546875
1752973557.450116,681,-17.715496063232422
1752973604.209509,682,-35.69200897216797
1752973635.566939,683,-16.7067928314209
1752973708.216245,684,8.559297561645508
1752973750.377029,685,-27.90952491760254
1752973795.311397,686,-36.07365798950195
1752973824.81534,687,27.098308563232422
1752973847.549403,688,-42.23818588256836
1752973880.315478,689,-21.825319290161133
1752973904.027743,690,-31.85884666442871
1752973920.136808,691,38.55401611328125
1752973936.404538,692,-21.628360748291016
1752973948.932537,693,32.7657470703125
1752973964.394532,694,39.45866394042969
1752973971.863127,695,-13.340556144714355
1752973990.169749,696,-0.6971242427825928
1752974005.073545,697,-6.078314781188965
1752974038.410946,698,-15.31521987915039
1752974084.94058,699,-39.04061508178711
1752974122.098808,700,-37.07127380371094
1752974165.876676,701,-34.31541442871094
1752974294.245189,702,-141.24874877929688
1752974312.767505,703,-3.680860996246338
1752974353.08686,704,-49.92452621459961
1752974387.474297,705,25.742284774780273
1752974399.527591,706,-10.614611625671387
1752974419.454799,707,51.78672409057617
1752974437.541489,708,-12.19466495513916
1752974450.876549,709,40.8404655456543
1752974458.989474,710,-14.457497596740723
1752974476.596082,711,-6.7340521812438965
1752974502.516221,712,36.47752380371094
1752974506.17921,713,-11.974252700805664
1752974533.869382,714,-4.279516696929932
1752974548.766004,715,-0.8622894287109375
1752974573.476157,716,-5.1841864585876465
1752974598.835247,717,30.879451751708984
1752974628.753913,718,30.2781925201416
1752974670.89163,719,25.787389755249023
1752974763.987613,720,-66.33440399169922
1752974791.342648,721,-33.67023468017578
1752974854.324632,722,-17.07839584350586
1752974872.840165,723,-2.1364681720733643
1752974933.223724,724,-87.52511596679688
1752974951.361393,725,-13.472907066345215
1752974973.061958,726,-9.999516487121582
1752974988.55717,727,34.549617767333984
1752975008.274063,728,-26.917781829833984
1752975060.861664,729,7.978453159332275
1752975067.709313,730,-16.1583251953125
1752975092.04403,731,46.97141647338867
1752975105.719104,732,-36.12683868408203
1752975126.444475,733,-15.408333778381348
1752975145.164863,734,45.29348373413086
1752975173.045376,735,45.17655563354492
1752975203.787465,736,-30.088397979736328
1752975225.746278,737,-10.980990409851074
1752975278.334298,738,30.024538040161133
1752975283.196435,739,29.09511375427246
1752975321.37345,740,-19.409090042114258
1752975346.838817,741,-5.61126708984375
1752975373.179476,742,-5.750324726104736
1752975398.085781,743,-26.474519729614258
